,id,study.name,effect.key,b,s,n,specialty,outcome.group,outcome.flag,outcome.nr,comparison.nr,RCT,study.year,outcome_name,comparison_name,z,gemini-1.5-flash,human_response,gold_answer_GPT4,llama3-8b-8192,llama_8b_acc,llama3-70b-8192,llama_70b_acc,mixtral-8x7b-32768,mixtral_8x7b_acc,MV,MV_acc,gemini-1.5-pro,gpt4_acc,gemini_1.5flash_acc,gemini_1.5pro_acc,gemini_1.5flash_acc_clean,gemini_1.5pro_acc_clean,gemma_7b_it_acc_clean,gemma_7b_it_acc
363,CD001892,Cianciaruso 2008a,STD-Cianciaruso-2008a 0.916 0.272 212 211,-0.0993819502854918,0.306831566574549,423,Kidney & Transplant,efficacy,DICH,1,1,yes,2008.0,Death (all causes),Low protein diet versus normal protein diet,-0.323897411843854,"negative 
",negative,,,,,,,,,,,,,,,,,
364,CD005624,EVOLVeS Study,STD-EVOLVeS-Study 0.618 0.665 36 29,-0.480814545349951,0.665133815147269,65,Heart & Hypertension,efficacy,DICH,1,3,yes,,Recurrence,Radiofrequency ablation versus surgery,-0.722883928617421,"negative 
",negative,,,,,,,,,,,,,,,,,
365,CD009880,Fortún 2001,STD-Fort_x00fa_n-2001 0.587 0.19 23 11,-2.88417978764824,1.50208811028225,34,Heart & Hypertension,efficacy,DICH,1,3,no,2001.0,Cure,Glycopeptides plus aminoglycosides versus beta-lactam plus aminoglycosides,-1.92011358581774,"positive 
",positive,,,,,,,,,,,,,,,,,
366,CD002948,Tao 2002,STD-Tao-2002 9 1.438 12 12,2.5828870581482,1.55559290337985,24,Spine & Muscles,efficacy,DICH,1,3,no,2002.0,ACR20 responders,Tripterygium wilfordii Hook F 180 mg versus placebo,1.6603875297556,"positive 
",positive,,,,,,,,,,,,,,,,,
367,CD004059,Mathews 1987,STD-Mathews-1987 1.875 0.609 16 6,1.20397280432594,1.00829889748361,22,Spine & Muscles,efficacy,DICH,1,1,no,1987.0,>50% improvement from baseline,Prolotherapy vs control - Between group differences in proportions,1.19406339462501,"positive 
",positive,,,,,,,,,,,,,,,,,
368,CD000218,DuBouchet 1997,STD-DuBouchet-1997 1.171 0.114 45 43,0.742595455973927,0.533633141943311,88,Infectious Diseases,efficacy,DICH,1,13,no,1997.0,No parasitological cure (2-3 weeks),Intravaginal: clotrimazole versus AVC suppositories,1.39158421320993,"negative 
",negative,,,,,,,,,,,,,,,,,
369,CD008709,Lee 2010 SEC,STD-Lee-2010-SEC 0.95 0.214 144 141,-0.0665543300001092,0.279409374235091,285,Gynaecology & Urology,efficacy,DICH,1,8,yes,2010.0,Number of women with urinary incontinence,One single-incision sling versus another,-0.238196482069751,"negative 
",negative,,,,,,,,,,,,,,,,,
370,CD004425,Monk 1987,STD-Monk-1987 1.475 0.624 39 39,0.397096858437648,0.635231381122678,78,Gynaecology & Urology,efficacy,DICH,1,24,no,1987.0,Women with self-assessed acne improvement at cycle 6,CPA 2 mg / EE 50 µg versus minocycline hydrochloride 50 mg,0.625121601731699,"neutral. 
",neutral,,,,,,,,,,,,,,,,,
371,CD002232,Ricart 2000,STD-Ricart-2000 0.556 0.766 24 24,-0.610909082322973,0.795979874054457,48,Hepato-Biliary,efficacy,DICH,1,9,no,2000.0,Death,Amoxicillin-clavulinic acid versus cefotaxime,-0.767493126693274,"negative 
",negative,,,,,,,,,,,,,,,,,
372,CD005124,Carroll 2005,STD-Carroll-2005 4.608 0.783 60 79,1.62627647679693,0.821408595263318,139,Pregnancy & Childbirth,efficacy,DICH,1,2,yes,2005.0,High level of provider concern (adj for cluster),ALPHA versus standard care,1.97986298922961,"negative 
",negative,,,,,,,,,,,,,,,,,
373,CD001960,Loffeld 1989,STD-Loffeld-1989 1.038 0.395 26 24,0.0571584138399486,0.597858378316199,50,Gastroenterology,efficacy,DICH,1,5,no,1989.0,Individual symptom scores at end of treatment (Dichotomous),Bismuth vs. placebo,0.0956052736116684,"neutral 
",neutral,,,,,,,,,,,,,,,,,
374,CD001905,Ashrafi 2010,STD-Ashrafi-2010 1.222 0.07 49 49,3.14510967462859,1.46634120726434,98,Neurology,efficacy,DICH,1,5,yes,2010.0,Seizure cessation,Buccal midazolam versus rectal diazepam,2.14486891526169,"positive 
",positive,,,,,,,,,,,,,,,,,
375,CD006956,Maartense 2006,STD-Maartense-2006 0.062 1.492 30 30,-2.78400292352422,1.49246419240887,60,Gastroenterology,efficacy,DICH,1,1,yes,2006.0,Wound infection,Primary Outcomes,-1.86537334542732,"negative 
",negative,,,,,,,,,,,,,,,,,
376,CD006283,Pan 2004,STD-Pan-2004 0.487 1.203 38 37,-0.748717031714756,1.24723632708419,75,Neurology,efficacy,DICH,1,6,yes,2004.0,Number of participants without recovery,Electrotherapy plus acupuncture versus acupuncture,-0.600300853540019,"negative 
",negative,,,,,,,,,,,,,,,,,
377,CD001169,Hayden 1980,STD-Hayden-1980 1.528 0.498 9 11,0.782759339249632,0.918072515031979,20,Lungs,efficacy,DICH,1,7,no,1980.0,Viral nasal shedding or persistence in upper airways at 2 to 5 days,Oral or inhaled amantadine versus placebo or aspirin,0.852611668940298,"negative 
",negative,,,,,,,,,,,,,,,,,
378,CD005532,Glazebrook 1942,STD-Glazebrook-1942 0.267 0.577 335 1100,-2.38301819692474,1.43563450014528,1435,Lungs,efficacy,DICH,1,1,no,1942.0,The number of pneumonia cases during the follow-up,Vitamin C for preventing community-acquired pneumonia,-1.65990591385453,"negative 
",negative,,,,,,,,,,,,,,,,,
379,CD006173,Huh 2004,STD-Huh-2004 8.036 1.465 27 24,2.23889727373679,1.51841751183335,51,Pregnancy & Childbirth,efficacy,DICH,1,1,yes,2004.0,Incidence of postpartum haemorrhage (blood loss > 500 ml),Timing of oxytocics,1.47449384394515,"negative 
",negative,,,,,,,,,,,,,,,,,
380,CD009187,Lowe 1987,STD-Lowe-1987 40.733 1.417 44 46,4.26433550655858,1.45327324130758,90,Psychiatry & Mental Health,efficacy,DICH,1,1,yes,1987.0,Proportion of participants recruited into a smoking cessation programme,Recruitment: Head to head comparison of individual interventions,2.93429713377351,"positive 
",positive,,,,,,,,,,,,,,,,,
381,CD003628,Bion 1993,STD-Bion-1993 0.667 0.5 6 4,-1.09861228866811,1.4142135623731,10,Hepato-Biliary,efficacy,DICH,1,4,no,1993.0,Mortality,Non-randomised studies,-0.776836199212093,"negative 
",negative,,,,,,,,,,,,,,,,,
382,CD007891,INSPIRE,STD-INSPIRE 0.553 0.266 658 665,-0.608886836942206,0.277668133096303,1323,Lungs,efficacy,DICH,1,1,no,2008.0,Mortality (all-cause),Fluticasone/salmeterol (FPS) versus tiotropium (TIO),-2.19285817984388,"negative 
",negative,,,,,,,,,,,,,,,,,
383,CD004680,Voss 2012,STD-Voss-2012 0.667 0.29 100 100,-0.505548566665147,0.359484802611001,200,Kidney & Transplant,efficacy,DICH,1,12,yes,2012.0,Peritonitis rate (patient-month),Radiological versus surgical implantation,-1.40631415568407,"negative 
",negative,,,,,,,,,,,,,,,,,
384,CD008170,LIFE 2002,STD-LIFE-2002 0.885 0.067 4605 4588,-0.13358839007873,0.0735429421383423,9193,Heart & Hypertension,efficacy,DICH,1,3,no,2002.0,All-cause death,RAS inhibitors vs beta-blockers (ß-blockers),-1.81646785122406,"negative 
",negative,,,,,,,,,,,,,,,,,
385,CD007913,Chevallier 1995,STD-Chevallier-1995 0.829 0.135 61 59,-0.539813160639243,0.387828352495104,120,Oncology,efficacy,DICH,1,1,no,1995.0,Febrile neutropenia rates (total),Primary outcomes,-1.3918867900357,"negative 
",negative,,,,,,,,,,,,,,,,,
386,CD003000,George 1999,STD-George-1999 0.167 0.577 30 20,-2.60268968544438,0.760725774312731,50,Lungs,efficacy,DICH,1,1,no,1999.0,Hospital admission/re-admission (end of follow up),Education versus usual care,-3.42132444216939,"negative 
",negative,,,,,,,,,,,,,,,,,
387,CD001500,Cano 2012,STD-Cano-2012 2.914 0.434 105 48,1.0695360245866,0.434318982172,153,Gynaecology & Urology,efficacy,DICH,1,3,yes,2012.0,Improvement in symptoms (participant-assessed at end point),Oestrogen cream versus placebo or other regimens,2.46255878395626,"positive 
",positive,,,,,,,,,,,,,,,,,
388,CD010461,Esfahani 2016,STD-Esfahani-2016 2.475 0.311 102 101,1.12826098259024,0.376552135316924,203,Gynaecology & Urology,efficacy,DICH,1,4,yes,2016.0,Live birth per woman randomly assigned,Zeta sperm selection versus ICSI,2.99629420940779,"positive 
",positive,,,,,,,,,,,,,,,,,
389,CD008616,Charlesworth 2003,STD-Charlesworth-2003 3.174 0.191 427 389,1.36348590625493,0.217819687133689,816,Anaesthesia & Pain,efficacy,DICH,1,1,no,2003.0,Pain-free at 2 h,Zolmitriptan 1 mg versus placebo,6.25970004914237,"positive 
",positive,,,,,,,,,,,,,,,,,
390,CD005475,laser - Ma 1999,STD-laser-_x002d_-Ma-1999 0.2 1.539 60 60,-1.64305452323309,1.5600073534166,120,Psychiatry & Mental Health,efficacy,DICH,1,1,no,1999.0,"Global state: Not improved, endpoint",ACUPUNCTURE added to STANDARD DOSE ANTIPSYCHOTICS versus STANDARD DOSE ANTIPSYCHOTICS,-1.0532351143311,"negative 
",negative,,,,,,,,,,,,,,,,,
391,CD004236,Arrowsmith 2000,STD-Arrowsmith-2000 0.7 0.165 60 60,-0.826678573184468,0.376781482711512,120,Anaesthesia & Pain,efficacy,DICH,1,1,no,2000.0,Occurrence of pain for all pain scales combined,Amethocaine vs EMLA,-2.19405308147116,"negative 
",negative,,,,,,,,,,,,,,,,,
392,CD003711,Dong 2011,STD-Dong-2011 0.303 0.552 60 50,-1.37339095628398,0.620005854333053,110,Heart & Hypertension,efficacy,DICH,1,2,no,2011.0,Abnormal electrocardiogram,Herbal medicines plus supportive therapy versus supportive therapy,-2.21512578741914,"negative 
",negative,,,,,,,,,,,,,,,,,
393,CD004161,MacFadden 2010,STD-MacFadden-2010 1.049 0.119 177 172,0.087323828171675,0.215418098967708,349,Psychiatry & Mental Health,efficacy,DICH,1,5,no,2010.0,Global state: 1. Relapse (any reason),RISPERIDONE DEPOT vs ORAL ARIPIPRAZOLE,0.405369040902943,"negative 
",negative,,,,,,,,,,,,,,,,,
394,CD009899,Bahrami 2006,STD-Bahrami-2006 0.833 0.511 19 19,-0.256429528947677,0.717647765284833,38,Neurology,efficacy,DICH,1,6,yes,2006.0,Short-term improvement in CTS symptoms (Phalen's sign) (3 months or less),NERVE AND TENDON GLIDING EXERCISES PLUS SPLINT VERSUS SPLINT,-0.357319483668844,"positive 
",positive,,,,,,,,,,,,,,,,,
395,CD006680,Nakamura 1995,STD-Nakamura-1995 0.833 0.646 26 13,-0.231111720963387,0.825198388844998,39,Heart & Hypertension,efficacy,DICH,1,1,no,1995.0,Initial technical failure rates,Balloon angioplasty versus atherectomy,-0.280068071008798,"negative 
",negative,,,,,,,,,,,,,,,,,
396,CD003574,Stack 1997,STD-Stack-1997 6.5 1.42 21 10,2.17548459069981,1.5210523916409,31,Gastroenterology,efficacy,DICH,1,2,yes,1997.0,Remission rate,CDP571 versus placebo,1.4302496105035,"positive 
",positive,,,,,,,,,,,,,,,,,
397,CD003679,Taberner 1978b,STD-Taberner-1978b 0.224 0.688 48 48,-1.49502756125636,0.688107312482343,96,Gynaecology & Urology,efficacy,DICH,1,2,no,1978.0,Deep Vein Thrombosis,Oral warfarin (Acenocoumarol) vs placebo/control,-2.17266628930748,"negative 
",negative,,,,,,,,,,,,,,,,,
398,CD004740,Johnston 2006,STD-Johnston-2006 0.24 0.606 32 21,-1.42711635564015,0.605530070819498,53,"Oral Health, Eyes & ENT",efficacy,DICH,1,10,no,2006.0,Clinical cure,Topical spray: antiseptic/antibiotic/steroid vs antiseptic (acetic acid + neomycin + dexamethasone vs acetic acid),-2.35680509426848,"positive 
",positive,,,,,,,,,,,,,,,,,
399,CD005288,Sun2004,STD-Sun2004 5.59 1.461 60 30,1.79923893565935,1.49419646803294,90,Gynaecology & Urology,efficacy,DICH,1,1,no,2004.0,Reduction of pain,Chinese herbal medicine versus placebo,1.20415151163353,"positive 
",positive,,,,,,,,,,,,,,,,,
400,CD009071,Aliaev 2008,STD-Aliaev-2008 1.039 0.071 34 32,0.503905180921417,0.94819095753652,66,Gynaecology & Urology,efficacy,DICH,1,19,no,2008.0,Microbiological efficacy (pathogen eradication) at the end of treatment,Fluoroquinolone combined with phosphodiesterase-5 inhibitor versus fluoroquinolone: levofloxacin plus vardenafil 10 mg/day versus levofloxacin,0.531438500774786,"positive 
",positive,,,,,,,,,,,,,,,,,
401,CD013210,Herfarth 2006,STD-Herfarth-2006 0.929 0.128 37 42,-0.306031211119977,0.527684733956913,79,Gastroenterology,efficacy,DICH,1,3,yes,2006.0,Clinical relapse,Direct evidence: 5-ASA versus purine analogues,-0.579950852140751,"negative 
",negative,,,,,,,,,,,,,,,,,
402,CD008540,Sacks 2006,STD-Sacks-2006 0.923 0.322 13 9,-0.223143551314209,0.908295106229247,22,Pregnancy & Childbirth,efficacy,DICH,1,1,yes,2006.0,Caesarean section,Very tight versus tight-moderate glycaemic control,-0.245672964418559,"negative 
",negative,,,,,,,,,,,,,,,,,
403,CD003750,Pitkin 1971,STD-Pitkin-1971 4.773 0.471 44 49,1.56291789679921,0.471353500224749,93,Oncology,efficacy,DICH,1,3,yes,1971.0,Reduction of vaginal bleeding,Reduction of vaginal radiation symptoms that prevent intercourse,3.31580840293746,"negative 
",negative,,,,,,,,,,,,,,,,,
404,CD009687,De Cuyper 1995,STD-De-Cuyper-1995 0.757 0.477 76 74,-0.311033662982529,0.53277164242859,150,Skin & Wounds,efficacy,DICH,1,6,no,1995.0,Number of participants achieving 'clearance' by IGA,Steroid versus steroid: high versus moderate potency,-0.583802962118461,"positive 
",positive,,,,,,,,,,,,,,,,,
405,CD003998,Cinamon 2001,STD-Cinamon-2001 1.1 0.377 10 11,0.22314355131421,0.885061203156783,21,"Oral Health, Eyes & ENT",efficacy,DICH,1,1,no,2001.0,"Hearing recovery: average speech frequencies (500, 1000, 2000 Hz)",Oral steroid versus oral placebo immediately post-treatment,0.252122170216381,"positive 
",positive,,,,,,,,,,,,,,,,,
406,CD000324,Tzafettas 1994,STD-Tzafettas-1994 5.755 0.764 20 16,1.94591014905531,0.899735410842437,36,Gynaecology & Urology,efficacy,DICH,1,7,no,1994.0,primary treatment success,MTX transvaginally under sonographic guidance versus MTX under laparoscopic guidance,2.16275821269869,"positive 
",positive,,,,,,,,,,,,,,,,,
407,CD001047,Pitt 1991,STD-Pitt-1991 0.266 0.289 72 204,-1.3244189574018,0.288678747527581,276,Emergency & Trauma,efficacy,DICH,1,1,no,1991.0,Drowning and near-drowning,Fencing versus no fencing - all pool types,-4.58786442973349,"negative 
",negative,,,,,,,,,,,,,,,,,
408,CD001541,Anderson 1990,STD-Anderson-1990 0.729 0.369 14 17,-0.644357016390513,0.731111352342316,31,Skin & Wounds,efficacy,DICH,1,3,yes,1990.0,Recurrence,Surgical procedures: Chem abln & surg vs surg proc,-0.881339093321611,"negative 
",negative,,,,,,,,,,,,,,,,,
409,CD002745,Monto 1995,STD-Monto-1995 0.519 0.64 54 14,-0.780158557549575,0.782139644975515,68,Lungs,efficacy,DICH,1,3,no,1995.0,RMT (proved and clinical infection),Amantadine and rimantadine compared to placebo in the prophylaxis of influenza A in the elderly,-0.997467092432066,"negative 
",negative,,,,,,,,,,,,,,,,,
410,CD000340,Ryan 1996,STD-Ryan-1996 0.312 1.097 16 15,-1.32175583998232,1.21792172709634,31,Emergency & Trauma,efficacy,DICH,1,6,no,1996.0,Number of participants falling,Home safety intervention plus fall prevention classes vs control,-1.08525516096468,"negative 
",negative,,,,,,,,,,,,,,,,,
411,CD004174,Mol 2016,STD-Mol-2016 1.535 0.203 256 262,0.511800757924197,0.241420010636869,518,Heart & Hypertension,efficacy,DICH,1,4,yes,2016.0,Cumulative incidence of any post-thrombotic syndrome,One year versus two years of compression stockings,2.11995996758538,"negative 
",negative,,,,,,,,,,,,,,,,,
412,CD002251,Hartley 2001,STD-Hartley-2001 0.895 0.107 20 20,-1.20983792377833,1.20199352814084,40,Pregnancy & Childbirth,efficacy,DICH,1,44,yes,2001.0,Women with hypotension requiring intervention,Lateral vs supine wedged position,-1.00652615463714,"negative 
",negative,,,,,,,,,,,,,,,,,
413,CD002071,Tan 2008,STD-Tan-2008 2.568 1.645 56 47,0.942958978956316,1.64491255581068,103,Heart & Hypertension,efficacy,DICH,1,5,yes,2008.0,"Reocclusion/restenosis, 24 hours",Clopidogrel plus aspirin versus LMWH followed by warfarin,0.573257815818414,"negative 
",negative,,,,,,,,,,,,,,,,,
414,CD005563,Li 2013,STD-Li-2013 0.5 0.342 40 40,-1.03609193168678,0.494347323890138,80,Psychiatry & Mental Health,efficacy,DICH,1,10,yes,2013.0,Incident delirium,Intravenous parecoxib sodium analgesia versus Morphine and Saline,-2.09587850811757,"negative 
",negative,,,,,,,,,,,,,,,,,
415,CD001534,Belet 2004,STD-Belet-2004 1.786 0.864 21 25,0.650587566141149,0.965591606093619,46,Kidney & Transplant,efficacy,DICH,1,2,yes,2004.0,Recurrence of symptomatic UTI,Comparison between two types of antibiotics,0.673770942120298,"negative 
",negative,,,,,,,,,,,,,,,,,
416,CD009744,AIM-HIGH 2011,STD-AIM_x002d_HIGH-2011 1.156 0.146 1693 1672,0.153236091202848,0.154489137197052,3365,Heart & Hypertension,efficacy,DICH,1,1,no,2011.0,Overall mortality,"Niacin versus control, maximum follow-up, available case analysis",0.99188909966786,"negative 
",negative,,,,,,,,,,,,,,,,,
417,CD000536,Cole 1993,STD-Cole-1993 1.08 1.443 13 14,0.0800427076735364,1.46978107562195,27,Heart & Hypertension,efficacy,DICH,1,18,no,1993.0,"Early graft thrombosis, 24 h and 1 month","Early graft thrombosis, ancrod versus heparin",0.0544589320145286,"negative 
",negative,,,,,,,,,,,,,,,,,
418,CD001233,Roberts 1986,STD-Roberts-1986 0.744 0.539 28 25,-0.373376793556664,0.680276786671132,53,Pregnancy & Childbirth,efficacy,DICH,1,25,yes,1986.0,Caesarean section,Laminaria tent versus oxytocin: all women,-0.548860112343017,"negative 
",negative,,,,,,,,,,,,,,,,,
419,CD006319,Ho 2001,STD-Ho-2001 0.384 1.645 46 54,-0.95838294735946,1.64525488353501,100,Gastroenterology,efficacy,DICH,1,2,no,2001.0,Recurrence,Ayurvedic seton Vs. Conventional fistulotomy,-0.58251335823436,"negative 
",negative,,,,,,,,,,,,,,,,,
420,CD001350,MacKay 1995,STD-MacKay-1995 1 1.021 50 50,0.0,1.02062072615966,100,Spine & Muscles,efficacy,DICH,1,15,no,1995.0,Poor result at 1yr - independent observer rated,GELFOAM V. NO INTERPOSITION MEMBRANE,0.0,"negative 
",negative,,,,,,,,,,,,,,,,,
421,CD008471,Barker 1984,STD-Barker-1984 0.889 0.405 9 8,-0.287682072451781,0.991631652042901,17,Emergency & Trauma,efficacy,DICH,1,1,no,1984.0,Proportion of fractures united,Electromagnetic stimulation versus sham,-0.290109812306934,"negative 
",negative,,,,,,,,,,,,,,,,,
422,CD000165,Betson 1997,STD-Betson-1997 1.026 0.379 443 422,0.0263662092685064,0.391315267345541,865,Psychiatry & Mental Health,efficacy,DICH,1,1,yes,1997.0,Smoking cessation (at longest follow up),Effect of advice versus control (subgroups by intensity),0.0673784323503648,"negative 
",negative,,,,,,,,,,,,,,,,,
423,CD003261,Bass 1997,STD-Bass-1997 2.571 0.496 7 9,2.484906649788,1.29099444873581,16,Skin & Wounds,efficacy,DICH,1,2,no,1997.0,Cure/improvement,Non-bullous impetigo: topical (Top) antibiotic (Ab) vs another topical (Top) antibiotic (Ab),1.9248004143018,"positive 
",positive,,,,,,,,,,,,,,,,,
424,CD006323,Chuchalin 2005,STD-Chuchalin-2005 0.731 0.08 64 60,-3.13926780531279,1.04606110650034,124,Lungs,efficacy,DICH,1,1,yes,2005.0,Failure to recover by day seven (complete resolution of all symptoms),"P. sidoides versus placebo, acute bronchitis in adults",-3.00103673275398,"negative 
",negative,,,,,,,,,,,,,,,,,
425,CD000526,Mayosi 2014,STD-Mayosi-2014 0.808 0.314 138 118,-0.247778773448598,0.364202619124626,256,Infectious Diseases,efficacy,DICH,1,1,no,2014.0,Deaths from all causes,Steroids versus placebo in HIV-negative people,-0.680332211899363,"negative 
",negative,,,,,,,,,,,,,,,,,
426,CD006418,Gray 2014,STD-Gray-2014 0.551 0.607 85 82,-0.636576829071551,0.646943703271639,167,Infectious Diseases,efficacy,DICH,1,1,no,2013.0,Active TB,Isoniazid prophylaxis versus placebo for HIV-positive children on antiretroviral therapy (ART),-0.98397561619711,"negative 
",negative,,,,,,,,,,,,,,,,,
427,CD006260,Murthy 2005,STD-Murthy-2005 0.651 0.926 30 30,-0.44183275227904,0.951884791392664,60,Gynaecology & Urology,efficacy,DICH,1,3,yes,2005.0,Discontinuation of patch by cycle 3,Immediate versus conventional start of contraceptive patch (norelgestromin 150 µg + EE 20 µg),-0.464166206114725,"negative 
",negative,,,,,,,,,,,,,,,,,
428,CD008704,Dimidjian 2004,STD-Dimidjian-2004 1.157 0.234 43 45,0.267137543220149,0.429146490702767,88,Psychiatry & Mental Health,efficacy,DICH,1,1,yes,2006.0,Clinical response at post-treatment,Third wave CBT vs other psychological therapies,0.62248567565515,"positive 
",positive,,,,,,,,,,,,,,,,,
429,CD002010,Papaioannou 2008,STD-Papaioannou-2008 0.191 1.577 23 24,-1.65292302437384,1.57702176140147,47,Genetics & Endocrinology,efficacy,DICH,1,1,no,2008.0,Vertebral fractures,Bisphosphonates versus control (without lung transplantation),-1.04812949626321,"negative 
",negative,,,,,,,,,,,,,,,,,
430,CD010893,Hashkes 2012,STD-Hashkes-2012 0.867 0.193 7 7,-1.24171313230878,1.71867569769464,14,Genetics & Endocrinology,efficacy,DICH,1,2,yes,2012.0,Number of participants experiencing an attack,Rilonacept versus placebo,-0.722482510210836,"negative 
",negative,,,,,,,,,,,,,,,,,
431,CD003449,Sadeghi-Bazargani 2006,STD-Sadeghi_x002d_Bazargani-2006 0.377 0.338 24 22,-2.11107862662302,0.678604598923904,46,Gynaecology & Urology,efficacy,DICH,1,6,no,2006.0,Continued amenorrhea during treatment,Estrogen and progestin vs placebo (DMPA /Therapeutic for amenorrhea),-3.11091116973074,"negative 
",negative,,,,,,,,,,,,,,,,,
432,CD004920,Ables 2000,STD-Ables-2000 1 0.365 60 60,0.0,0.456435464587638,120,Emergency & Trauma,efficacy,DICH,1,1,no,2000.0,Mortality,Primary analysis: untargeted antifungal treatment with any antifungal drug (systemic or nonabsorbable) compared to placebo/no antifungal/any other antifungal drug,0.0,"negative 
",negative,,,,,,,,,,,,,,,,,
